game_id,date,home_team,away_team,home_score,away_score,home_win
0022500514,2026-01-06,NOP,LAL,103,111,0
0022500515,2026-01-06,SAC,DAL,98,100,0
0022500511,2026-01-06,WAS,ORL,120,112,1
0022500513,2026-01-06,MIN,MIA,122,94,1
0022500526,2026-01-07,GSW,MIL,120,113,1
0022500520,2026-01-07,BOS,DEN,110,114,0
0022500527,2026-01-07,POR,HOU,103,102,1
0022500518,2026-01-07,PHI,WAS,131,110,1
0022500521,2026-01-07,BKN,ORL,103,104,0
0022500524,2026-01-07,MEM,PHX,98,117,0
0022500519,2026-01-07,ATL,NOP,117,100,1
0022500525,2026-01-07,OKC,UTA,129,125,1
0022500523,2026-01-07,SAS,LAL,107,91,1
0022500517,2026-01-07,DET,CHI,108,93,1
0022500522,2026-01-07,NYK,LAC,123,111,1
0022500516,2026-01-07,CHA,TOR,96,97,0
0022500530,2026-01-08,MIN,CLE,131,122,1
0022500531,2026-01-08,UTA,DAL,116,114,1
0022500528,2026-01-08,CHA,IND,112,114,0
0022500532,2026-01-09,BOS,TOR,125,117,1
0022500539,2026-01-09,GSW,SAC,137,103,1
0022500540,2026-01-09,POR,HOU,111,105,1
0022500538,2026-01-09,PHX,NYK,112,107,1
0022500541,2026-01-09,LAL,MIL,101,105,0
0022500534,2026-01-09,WAS,NOP,107,128,0
0022500536,2026-01-09,MEM,OKC,116,117,0
0022500533,2026-01-09,ORL,PHI,91,103,0
0022500535,2026-01-09,BKN,LAC,105,121,0
0022500537,2026-01-09,DEN,ATL,87,110,0
0022500543,2026-01-10,IND,MIA,123,99,1
0022500544,2026-01-10,DET,LAC,92,98,0
0022500547,2026-01-10,UTA,CHA,95,150,0
0022500546,2026-01-10,CHI,DAL,125,107,1
0022500545,2026-01-10,BOS,SAS,95,100,0
0022500542,2026-01-10,CLE,MIN,146,134,1
0022500553,2026-01-11,OKC,MIA,124,112,1
0022500549,2026-01-11,MEM,BKN,103,98,1
0022500554,2026-01-11,DEN,MIL,108,104,1
0022500548,2026-01-11,ORL,NOP,128,118,1
0022500552,2026-01-11,MIN,SAS,104,103,1
0022500557,2026-01-11,SAC,HOU,111,98,1
0022500550,2026-01-11,TOR,PHI,116,115,1
0022500551,2026-01-11,POR,NYK,114,123,0
0022500555,2026-01-11,PHX,WAS,112,93,1
0022500556,2026-01-11,GSW,ATL,111,124,0
0022500562,2026-01-12,SAC,LAL,124,112,1
0022500558,2026-01-12,CLE,UTA,112,123,0
0022500560,2026-01-12,TOR,PHI,102,115,0
0022500559,2026-01-12,IND,BOS,98,96,1
0022500563,2026-01-12,LAC,CHA,117,109,1
0022500561,2026-01-12,DAL,BKN,113,105,1
