PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,PACE,PIE,PTS_STD,REB_STD,AST_STD,STL_STD,BLK_STD,FG_PCT_STD,FG3_PCT_STD,MIN_STD,GAMES_LOGGED
1630532,Franz Wagner,1610612753,ORL,24.0,4,1,3,0.25,35.3,8.5,15.3,0.557,1.3,3.8,0.333,4.3,5.8,0.739,1.0,4.3,5.3,3.3,2.3,1.3,0.3,0.5,3.8,5.0,22.5,-6.3,106.5,114.6,-8.1,0.144,13.8,0.027,0.112,0.07,9.6,0.598,0.633,0.219,109.64,0.119,4.203173404306164,1.5,2.217355782608345,0.9574271077563381,0.5,0.08526967026244833,0.18874586088176873,0.9574271077563381,4
1629630,Ja Morant,1610612763,MEM,26.0,4,2,2,0.5,27.2,7.5,18.3,0.411,0.5,4.5,0.111,6.8,7.0,0.964,0.3,2.5,2.8,6.5,2.0,0.8,0.0,1.3,1.8,5.3,22.3,-7.8,105.2,119.9,-14.7,0.433,21.7,0.008,0.088,0.047,6.7,0.425,0.522,0.326,109.62,0.148,9.63932916061417,0.5,2.6457513110645907,0.5,0.0,0.17276839024157942,0.1665,3.8622100754188224,4
1642845,VJ Edgecombe,1610612755,PHI,20.0,4,4,0,1.0,40.2,8.3,17.5,0.471,3.0,7.0,0.429,2.8,3.5,0.786,1.3,4.5,5.8,5.5,2.0,1.5,0.5,0.3,3.5,3.3,22.3,7.8,127.1,119.0,8.1,0.198,20.8,0.029,0.1,0.065,7.5,0.557,0.584,0.209,100.94,0.109,9.535023160258536,1.2583057392117916,2.3804761428476167,1.0,0.5773502691896257,0.11198623427308672,0.08412886940085827,1.2583057392117916,4
1629628,RJ Barrett,1610612761,TOR,25.0,4,1,3,0.25,30.7,8.5,13.8,0.618,1.5,4.3,0.353,3.0,3.8,0.8,0.5,4.5,5.0,3.0,2.3,1.3,0.5,0.8,3.0,3.3,21.5,-2.3,110.5,112.5,-2.0,0.148,14.8,0.017,0.164,0.087,11.1,0.673,0.698,0.225,108.71,0.136,4.358898943540674,2.581988897471611,1.4142135623730951,0.9574271077563381,1.0,0.13426714663932746,0.09398226783104709,2.217355782608345,4
202710,Jimmy Butler III,1610612744,GSW,36.0,5,4,1,0.8,32.7,6.2,11.4,0.544,1.6,2.8,0.571,7.4,8.4,0.881,1.6,3.0,4.6,4.8,1.6,1.0,0.0,0.6,1.2,5.0,21.4,9.2,119.2,105.0,14.2,0.229,22.2,0.053,0.092,0.073,7.4,0.614,0.709,0.225,99.96,0.156,6.107372593840988,0.8944271909999159,0.8366600265340756,1.224744871391589,0.0,0.17831348799235575,0.37080992435478316,4.494441010848846,5
201935,James Harden,1610612746,LAC,36.0,4,2,2,0.5,31.8,6.3,12.8,0.49,2.5,7.0,0.357,6.3,6.8,0.926,0.0,4.8,4.8,8.0,4.0,1.3,0.3,0.8,1.8,5.8,21.3,2.5,119.2,116.7,2.5,0.36,29.4,0.0,0.139,0.078,14.7,0.588,0.676,0.265,97.64,0.162,6.2915286960589585,2.217355782608345,5.291502622129181,1.5,0.5,0.12208467007231773,0.24176779493279632,4.5,4
202695,Kawhi Leonard,1610612746,LAC,34.0,4,2,2,0.5,32.0,8.0,17.0,0.471,1.8,4.8,0.368,3.5,3.8,0.933,0.8,5.5,6.3,3.0,1.8,1.3,0.5,0.0,1.0,3.3,21.3,-11.3,105.0,123.6,-18.7,0.16,12.9,0.025,0.171,0.1,7.5,0.522,0.57,0.273,97.44,0.138,9.069178573608527,2.6299556396765835,1.8257418583505538,0.5,0.5773502691896257,0.0932250860373251,0.2181106370629365,2.581988897471611,4
1628389,Bam Adebayo,1610612748,MIA,28.0,4,3,1,0.75,32.8,6.8,15.8,0.429,2.3,5.8,0.391,5.3,5.8,0.913,1.5,7.5,9.0,2.8,3.0,0.5,0.0,0.8,2.0,4.5,21.0,15.5,118.9,100.3,18.6,0.113,11.5,0.043,0.192,0.122,12.5,0.5,0.574,0.25,109.08,0.124,4.96655480858378,4.08248290463863,0.9574271077563381,0.5773502691896257,0.0,0.14390592992183007,0.206155281280883,4.43471156521669,4
1629027,Trae Young,1610612737,ATL,27.0,4,1,3,0.25,33.0,6.0,16.5,0.364,1.3,6.5,0.192,7.5,9.0,0.833,0.0,2.3,2.3,9.5,2.3,1.0,0.0,0.3,2.0,8.3,20.8,-5.8,114.1,123.1,-9.0,0.392,29.5,0.0,0.068,0.032,7.0,0.402,0.507,0.273,107.76,0.11,4.193248541803041,1.5,5.446711546122731,1.4142135623730951,0.0,0.04259401366389413,0.2666112963348203,2.0,4
1627742,Brandon Ingram,1610612761,TOR,28.0,4,1,3,0.25,32.1,8.0,15.8,0.508,1.3,3.8,0.333,3.0,3.5,0.857,0.8,5.3,6.0,3.5,3.0,1.0,0.3,1.0,2.8,2.8,20.3,-7.8,110.1,121.3,-11.2,0.161,14.7,0.023,0.179,0.098,12.6,0.548,0.586,0.256,107.24,0.114,6.751543033509698,2.449489742783178,1.0,1.1547005383792515,0.5,0.08448471262108115,0.3309712978492244,4.08248290463863,4
1642273,Kyshawn George,1610612764,WAS,21.0,4,1,3,0.25,33.1,7.3,13.5,0.537,3.5,6.5,0.538,2.3,3.8,0.6,1.0,8.3,9.3,5.0,2.8,1.3,1.5,0.8,5.0,3.5,20.3,-7.3,109.4,117.9,-8.5,0.211,22.0,0.026,0.229,0.125,12.1,0.667,0.668,0.211,108.93,0.124,11.4418821295566,1.2583057392117916,1.4142135623730951,0.9574271077563381,1.2909944487358056,0.1399523728511477,0.3299619927607825,6.27162924074226,4
1630595,Cade Cunningham,1610612765,DET,24.0,4,2,2,0.5,35.0,6.5,18.0,0.361,1.8,6.5,0.269,5.5,7.0,0.786,1.3,4.3,5.5,7.8,5.5,0.3,0.8,0.8,4.0,5.5,20.3,-3.8,106.7,112.2,-5.4,0.356,22.5,0.028,0.107,0.066,15.9,0.41,0.48,0.29,101.6,0.09,5.737304826019502,1.9148542155126762,2.6299556396765835,0.5,0.5,0.10825086604734394,0.13497746725534107,4.546060565661952,4
1629673,Jordan Poole,1610612740,NOP,26.0,3,0,3,0.0,35.6,6.3,16.0,0.396,3.0,8.0,0.375,4.3,4.3,1.0,0.7,1.3,2.0,3.7,1.3,0.3,0.3,1.3,3.3,7.0,20.0,-10.0,103.9,117.5,-13.6,0.169,16.4,0.015,0.04,0.026,6.0,0.49,0.558,0.205,102.58,0.091,2.6457513110645907,2.0,1.5275252316519465,0.5773502691896258,0.5773502691896258,0.036226141573915016,0.048124837662063845,5.131601439446884,3
1641718,Keyonte George,1610612762,UTA,21.0,3,2,1,0.667,35.5,6.3,15.0,0.422,1.3,7.3,0.182,6.0,6.3,0.947,0.0,3.0,3.0,9.7,3.7,1.0,0.3,0.7,2.7,5.0,20.0,8.7,123.7,114.8,8.9,0.403,30.9,0.0,0.08,0.041,11.7,0.467,0.562,0.248,95.68,0.126,5.291502622129181,1.7320508075688772,0.5773502691896257,1.0,0.5773502691896258,0.08499607834090542,0.0405010287935175,6.658328118479393,3
1630567,Scottie Barnes,1610612761,TOR,24.0,4,1,3,0.25,32.8,7.8,15.0,0.517,1.8,3.3,0.538,2.8,3.5,0.786,1.3,5.0,6.3,5.0,2.8,1.3,0.8,0.8,3.8,2.5,20.0,-2.8,113.1,118.0,-4.9,0.211,20.6,0.038,0.156,0.096,11.3,0.575,0.605,0.231,108.23,0.115,10.424330514074594,3.4034296427770228,3.1622776601683795,1.2583057392117916,0.9574271077563381,0.11136277055940494,0.27080128015453203,2.581988897471611,4
